G005063285 1048 0.0239018 0.0264346
G000485115 1287 0.0293527 0.0324631
G001315725 1442 0.0328878 0.0363728
G004963865 2375 0.0541669 0.0599067
G004964655 2476 0.0564704 0.0624543
G003248015 2606 0.0594353 0.0657334
G001315925 2613 0.0595949 0.06591
G000464135 2740 0.0624914 0.0691134
G000485295 3192 0.0728003 0.0805146
G000485055 3242 0.0739406 0.0817758
G000375685 3275 0.0746932 0.0826081
G008033425 3380 0.077088 0.0852567
G004965225 3460 0.0789126 0.0872746
G003030795 3580 0.0816494 0.0903014
G001316125 3620 0.0825617 0.0913104
G004965155 3637 0.0829494 0.0917392
G000397965 3696 0.084295 0.0932274
G902536535 3757 0.0856863 0.094766
G001775965 3774 0.086074 0.0951949
G001516745 3781 0.0862336 0.0953714
G001515905 3832 0.0873968 0.0966578
G001316145 3886 0.0886284 0.0980199
G001315985 3905 0.0890617 0.0984992
G004961685 3910 0.0891758 0.0986253
G004352335 3957 0.0902477 0.0998108
G003210975 4118 0.0939196 0.103872
G004962385 4260 0.0971582 0.107454
G001316105 4336 0.0988916 0.109371
G002010125 4356 0.0993477 0.109875
G001316265 4402 0.100397 0.111035
G000371945 4429 0.101013 0.111716
G001316025 4435 0.101149 0.111868
G005117065 4520 0.103088 0.114012
G006864335 4526 0.103225 0.114163
G010119145 4619 0.105346 0.116509
G902573115 4639 0.105802 0.117013
G001316285 4670 0.106509 0.117795
G000405685 4674 0.1066 0.117896
G001316225 4714 0.107513 0.118905
G001776015 4751 0.108357 0.119839
G000402095 4816 0.109839 0.121478
G002497685 4847 0.110546 0.12226
G000404365 4984 0.113671 0.125716
G001316245 5012 0.114309 0.126422
G001316005 5046 0.115085 0.12728
G000960865 5073 0.1157 0.127961
G902606945 5077 0.115792 0.128062
G011319465 5078 0.115814 0.128087
G001516705 5128 0.116955 0.129348
G000376305 5137 0.11716 0.129575
G001316065 5176 0.11805 0.130559
G000387965 5226 0.11919 0.13182
G003661285 5231 0.119304 0.131946
G001516665 5240 0.119509 0.132173
G000398625 5242 0.119555 0.132223
G001507935 5284 0.120513 0.133283
G902547325 5345 0.121904 0.134822
G001920655 5369 0.122451 0.135427
G001315825 5388 0.122885 0.135906
G000405885 5393 0.122999 0.136032
G001316085 5404 0.12325 0.13631
G000376185 5416 0.123523 0.136612
G004526155 5434 0.123934 0.137066
G002254415 5460 0.124527 0.137722
G001017705 5514 0.125758 0.139084
G002011155 5518 0.12585 0.139185
G001915065 5532 0.126169 0.139538
G000399825 5551 0.126602 0.140018
G004211075 5555 0.126693 0.140119
G001316045 5563 0.126876 0.14032
G902513075 5577 0.127195 0.140673
G003265155 5628 0.128358 0.14196
G004211055 5663 0.129157 0.142843
G011362345 5665 0.129202 0.142893
G002426885 5704 0.130092 0.143877
G001920575 5725 0.130571 0.144407
G001919285 5742 0.130958 0.144835
G902516475 5745 0.131027 0.144911
G000398765 5755 0.131255 0.145163
G001577155 5769 0.131574 0.145516
G902531985 5782 0.131871 0.145844
G013330615 5804 0.132372 0.146399
G003284145 5817 0.132669 0.146727
G000253055 5833 0.133034 0.147131
G005222995 5849 0.133399 0.147534
G011056475 5859 0.133627 0.147787
G002841675 5887 0.134265 0.148493
G000382645 5936 0.135383 0.149729
G001189275 5936 0.135383 0.149729
G000015205 5937 0.135406 0.149754
G000007225 5938 0.135429 0.149779
G000234805 5939 0.135451 0.149805
G000016385 5940 0.135474 0.14983
G000247545 5940 0.135474 0.14983
G001516725 5956 0.135839 0.150233
G902608465 5976 0.136295 0.150738
G902607925 5979 0.136364 0.150813
G900700355 6062 0.138257 0.152907
G001399805 6078 0.138622 0.153311
G000416045 6086 0.138804 0.153512
G003978865 6104 0.139215 0.153966
G000960885 6130 0.139808 0.154622
G902615955 6143 0.140104 0.15495
G001516585 6172 0.140765 0.155682
G902510515 6180 0.140948 0.155883
G001774245 6186 0.141085 0.156035
G002785565 6204 0.141495 0.156489
G902632955 6206 0.141541 0.156539
G001629165 6244 0.142408 0.157498
G001516655 6247 0.142476 0.157573
G001318165 6259 0.14275 0.157876
G003589585 6259 0.14275 0.157876
G004962475 6265 0.142886 0.158027
G011526625 6285 0.143343 0.158532
G003546845 6296 0.143593 0.158809
G000464295 6305 0.143799 0.159036
G001560165 6308 0.143867 0.159112
G001560065 6309 0.14389 0.159137
G000961135 6310 0.143913 0.159163
G001917965 6313 0.143981 0.159238
G001560435 6318 0.144095 0.159364
G002878355 6331 0.144392 0.159692
G002855745 6343 0.144665 0.159995
G000193375 6355 0.144939 0.160298
G000349645 6375 0.145395 0.160802
G000015225 6376 0.145418 0.160827
G000203215 6380 0.145509 0.160928
G001560275 6381 0.145532 0.160953
G011366335 6417 0.146353 0.161862
G000020905 6451 0.147129 0.162719
G002011165 6455 0.14722 0.16282
G003660555 6468 0.147516 0.163148
G000179035 6489 0.147995 0.163678
G001316325 6528 0.148885 0.164661
G000463735 6532 0.148976 0.164762
G005882905 6540 0.149158 0.164964
G000015805 6558 0.149569 0.165418
G001914795 6563 0.149683 0.165544
G000319365 6565 0.149729 0.165595
G001560765 6568 0.149797 0.16567
G000495715 6570 0.149843 0.165721
G001871605 6571 0.149865 0.165746
G001719125 6586 0.150208 0.166124
G000281235 6604 0.150618 0.166578
G900227605 6605 0.150641 0.166604
G000015945 6610 0.150755 0.16673
G000019805 6615 0.150869 0.166856
G902530935 6626 0.15112 0.167133
G000092185 6627 0.151143 0.167159
G000231015 6627 0.151143 0.167159
G001481595 6632 0.151257 0.167285
G011364325 6634 0.151302 0.167335
G000513855 6636 0.151348 0.167386
G902589415 6652 0.151713 0.167789
G001800755 6665 0.152009 0.168117
G001315945 6669 0.152101 0.168218
G001560285 6670 0.152123 0.168243
G000508245 6711 0.153058 0.169277
G001508175 6751 0.153971 0.170286
G000363885 6755 0.154062 0.170387
G011364985 6763 0.154244 0.170589
G000495695 6772 0.15445 0.170816
G001563885 6777 0.154564 0.170942
G000503875 6786 0.154769 0.171169
G001918315 6787 0.154792 0.171194
G001006085 6795 0.154974 0.171396
G001007975 6795 0.154974 0.171396
G000245155 6796 0.154997 0.171421
G012033625 6797 0.15502 0.171447
G000245115 6806 0.155225 0.171674
G001644495 6813 0.155385 0.17185
G001560125 6816 0.155453 0.171926
G001508065 6818 0.155499 0.171976
G000993805 6822 0.15559 0.172077
G000022485 6827 0.155704 0.172203
G000245195 6827 0.155704 0.172203
G000813245 6830 0.155772 0.172279
G008326325 6832 0.155818 0.172329
G001560245 6835 0.155887 0.172405
G001559955 6836 0.155909 0.17243
G000213215 6838 0.155955 0.172481
G011090295 6852 0.156274 0.172834
G001647085 6855 0.156343 0.17291
G001629155 6857 0.156388 0.17296
G001317345 6860 0.156457 0.173036
G000245275 6862 0.156502 0.173086
G000245215 6874 0.156776 0.173389
G000565255 6900 0.157369 0.174045
G000258425 6904 0.15746 0.174146
G009903825 6910 0.157597 0.174297
G000380705 6912 0.157643 0.174347
G001560115 6917 0.157757 0.174473
G000245175 6942 0.158327 0.175104
G001315965 6944 0.158372 0.175154
G000264495 6948 0.158464 0.175255
G001593865 6949 0.158487 0.175281
G902607555 6952 0.158555 0.175356
G000246985 6961 0.15876 0.175583
G001484685 6967 0.158897 0.175735
G902553915 6967 0.158897 0.175735
G001592435 6970 0.158965 0.17581
G002011075 6972 0.159011 0.175861
G001564175 6974 0.159057 0.175911
G000632495 6977 0.159125 0.175987
G001830115 6981 0.159216 0.176088
G000195935 6985 0.159308 0.176189
G902631675 6986 0.15933 0.176214
G000375785 6995 0.159536 0.176441
G000245255 7003 0.159718 0.176643
G000011205 7033 0.160402 0.177399
G001559965 7034 0.160425 0.177425
G000019605 7040 0.160562 0.177576
G902590485 7044 0.160653 0.177677
G000245135 7046 0.160699 0.177727
G001563955 7046 0.160699 0.177727
G001645765 7047 0.160722 0.177753
G000338775 7055 0.160904 0.177954
G000012285 7056 0.160927 0.17798
G000495735 7061 0.161041 0.178106
G001577775 7061 0.161041 0.178106
G000223395 7062 0.161064 0.178131
G000495675 7070 0.161246 0.178333
G000816105 7072 0.161292 0.178383
G001663375 7072 0.161292 0.178383
G000371805 7073 0.161315 0.178408
G001510295 7091 0.161725 0.178862
G002009965 7105 0.162044 0.179216
G002009975 7112 0.162204 0.179392
G000092305 7117 0.162318 0.179518
G001918745 7128 0.162569 0.179796
G000015145 7133 0.162683 0.179922
G000186365 7138 0.162797 0.180048
G001515215 7140 0.162843 0.180098
G003056265 7145 0.162957 0.180224
G001484195 7158 0.163253 0.180552
G001627075 7159 0.163276 0.180578
G001768965 7160 0.163299 0.180603
G000243455 7165 0.163413 0.180729
G000245095 7167 0.163458 0.180779
G001628435 7170 0.163527 0.180855
G001918765 7176 0.163664 0.181006
G011056405 7179 0.163732 0.181082
G000022545 7183 0.163823 0.181183
G001644365 7184 0.163846 0.181208
G000725425 7186 0.163892 0.181259
G000024745 7191 0.164006 0.181385
G000022385 7198 0.164165 0.181561
G000022405 7198 0.164165 0.181561
G000022425 7198 0.164165 0.181561
G000022445 7198 0.164165 0.181561
G000022465 7198 0.164165 0.181561
G000024305 7198 0.164165 0.181561
G000189555 7198 0.164165 0.181561
G000189575 7198 0.164165 0.181561
G000245235 7198 0.164165 0.181561
G000364745 7198 0.164165 0.181561
G001560215 7198 0.164165 0.181561
G000389735 7200 0.164211 0.181612
G012963685 7202 0.164257 0.181662
G000243315 7203 0.16428 0.181687
G001559985 7205 0.164325 0.181738
G001481635 7206 0.164348 0.181763
G001917505 7207 0.164371 0.181788
G001399795 7210 0.164439 0.181864
G000204925 7212 0.164485 0.181914
G009617975 7213 0.164508 0.18194
G000769655 7216 0.164576 0.182015
G001481685 7219 0.164644 0.182091
G000446015 7222 0.164713 0.182167
G001717015 7239 0.165101 0.182596
G000175555 7248 0.165306 0.182823
G001462395 7250 0.165351 0.182873
G000007305 7266 0.165716 0.183277
G000275605 7266 0.165716 0.183277
G000017945 7274 0.165899 0.183478
G001775955 7288 0.166218 0.183832
G000006175 7301 0.166515 0.184159
G000221185 7323 0.167016 0.184714
G000265525 7324 0.167039 0.18474
G000017185 7328 0.16713 0.18484
G004210425 7337 0.167336 0.185067
G001629235 7341 0.167427 0.185168
G000148385 7342 0.16745 0.185194
G001674955 7348 0.167587 0.185345
G001919175 7362 0.167906 0.185698
G001418715 7366 0.167997 0.185799
G009729035 7374 0.16818 0.186001
G000016605 7387 0.168476 0.186329
G000739065 7398 0.168727 0.186606
G000966265 7405 0.168887 0.186783
G902531675 7405 0.168887 0.186783
G011367065 7416 0.169137 0.18706
G005063315 7425 0.169343 0.187287
G000214415 7433 0.169525 0.187489
G902582415 7441 0.169708 0.187691
G000144915 7454 0.170004 0.188019
G001593925 7454 0.170004 0.188019
G000011125 7467 0.170301 0.188347
G000190315 7471 0.170392 0.188447
G000591035 7475 0.170483 0.188548
G000091665 7482 0.170643 0.188725
G902607665 7487 0.170757 0.188851
G009391775 7504 0.171144 0.18928
G000317795 7505 0.171167 0.189305
G000258515 7509 0.171258 0.189406
G001564205 7518 0.171464 0.189633
G000635575 7525 0.171623 0.18981
G000011105 7527 0.171669 0.18986
G000145985 7530 0.171737 0.189936
G001481295 7536 0.171874 0.190087
G000215995 7537 0.171897 0.190112
G001412615 7550 0.172194 0.19044
G003019615 7564 0.172513 0.190793
G005884235 7577 0.172809 0.191121
G000270325 7578 0.172832 0.191146
G000585495 7582 0.172923 0.191247
G001421175 7588 0.17306 0.191399
G000151105 7591 0.173129 0.191474
G900079115 7593 0.173174 0.191525
G002135175 7601 0.173357 0.191727
G000830275 7610 0.173562 0.191954
G002009985 7617 0.173722 0.19213
G000007005 7620 0.17379 0.192206
G000376965 7621 0.173813 0.192231
G000438905 7622 0.173836 0.192256
G001748385 7626 0.173927 0.192357
G900012635 7640 0.174246 0.19271
G000092465 7645 0.17436 0.192836
G000018365 7651 0.174497 0.192988
G902547615 7688 0.175341 0.193921
G011373445 7689 0.175364 0.193946
G000008665 7692 0.175432 0.194022
G000022365 7696 0.175523 0.194123
G001508815 7699 0.175592 0.194199
G000211475 7702 0.17566 0.194274
G001509255 7704 0.175706 0.194325
G011056395 7718 0.176025 0.194678
G000018305 7734 0.17639 0.195081
G002011895 7746 0.176664 0.195384
G004965175 7758 0.176937 0.195687
G000151205 7769 0.177188 0.195964
G000025525 7780 0.177439 0.196242
G000484935 7786 0.177576 0.196393
G000401015 7801 0.177918 0.196771
G000023985 7804 0.177987 0.196847
G004028775 7815 0.178237 0.197124
G002897655 7816 0.17826 0.19715
G001629185 7822 0.178397 0.197301
G001800745 7833 0.178648 0.197579
G000415945 7842 0.178853 0.197806
G003216055 7843 0.178876 0.197831
G000194625 7847 0.178967 0.197932
G001602695 7855 0.17915 0.198133
G000734035 7860 0.179264 0.19826
G001508745 7860 0.179264 0.19826
G001629205 7873 0.17956 0.198587
G001629255 7874 0.179583 0.198613
G002010195 7874 0.179583 0.198613
G002011315 7875 0.179606 0.198638
G000778805 7876 0.179629 0.198663
G001433455 7887 0.17988 0.198941
G000179575 7896 0.180085 0.199168
G002011035 7910 0.180404 0.199521
G001871535 7919 0.180609 0.199748
G000777875 7921 0.180655 0.199798
G004965145 7935 0.180974 0.200151
G001800795 7937 0.18102 0.200202
G000484975 7942 0.181134 0.200328
G005883075 7943 0.181157 0.200353
G002505145 7945 0.181202 0.200404
G004376295 7971 0.181795 0.201059
G001402945 7980 0.182001 0.201286
G000403095 7987 0.18216 0.201463
G000152265 7990 0.182229 0.201539
G000009965 7993 0.182297 0.201614
G009619155 8001 0.18248 0.201816
G002214365 8004 0.182548 0.201892
G902587645 8013 0.182753 0.202119
G001717005 8022 0.182959 0.202346
G001313405 8025 0.183027 0.202421
G000025285 8028 0.183095 0.202497
G900109425 8034 0.183232 0.202649
G001399695 8038 0.183323 0.202749
G009889585 8041 0.183392 0.202825
G011054095 8050 0.183597 0.203052
G000430485 8051 0.18362 0.203077
G001800735 8071 0.184076 0.203582
G001595885 8081 0.184304 0.203834
G000965745 8085 0.184395 0.203935
G002010075 8094 0.184601 0.204162
G001602685 8103 0.184806 0.204389
G000949015 8105 0.184852 0.204439
G000195915 8106 0.184874 0.204465
G001303625 8124 0.185285 0.204919
G000376165 8125 0.185308 0.204944
G001593935 8143 0.185718 0.205398
G000169295 8170 0.186334 0.206079
G003601775 8189 0.186767 0.206558
G001758045 8191 0.186813 0.206609
G012027595 8196 0.186927 0.206735
