0	G000010505	pplacer	nuc	1	1000
0	G000013445	pplacer	nuc	1	1000
0	G000008045	pplacer	nuc	1	1000
0	G000015445	pplacer	nuc	1	1000
0	G000014245	pplacer	nuc	1	1000
0	G000017505	pplacer	nuc	1	1000
0	G000012965	pplacer	nuc	1	1000
0	G000017785	pplacer	nuc	1	1000
0	G000011345	pplacer	nuc	1	1000
0	G000013985	pplacer	nuc	1	1000
2	G000009305	pplacer	nuc	1	1000
0	G000011385	pplacer	nuc	1	1000
0	G000014725	pplacer	nuc	1	1000
0	G000016565	pplacer	nuc	1	1000
0	G000009545	pplacer	nuc	1	1000
0	G000015945	pplacer	nuc	1	1000
0	G000013165	pplacer	nuc	1	1000
0	G000012845	pplacer	nuc	1	1000
0	G000015305	pplacer	nuc	1	1000
0	G000013045	pplacer	nuc	1	1000
0	G000014705	pplacer	nuc	1	1000
0	G000017945	pplacer	nuc	1	1000
0	G000013645	pplacer	nuc	1	1000
1	G000014345	pplacer	nuc	1	1000
0	G000016545	pplacer	nuc	1	1000
0	G000013365	pplacer	nuc	1	1000
0	G000008165	pplacer	nuc	1	1000
0	G000014585	pplacer	nuc	1	1000
0	G000018685	pplacer	nuc	1	1000
0	G000018205	pplacer	nuc	1	1000
0	G000019365	pplacer	nuc	1	1000
0	G000018605	pplacer	nuc	1	1000
0	G000021945	pplacer	nuc	1	1000
0	G000019665	pplacer	nuc	1	1000
0	G000019725	pplacer	nuc	1	1000
0	G000021645	pplacer	nuc	1	1000
0	G000021685	pplacer	nuc	1	1000
0	G000020385	pplacer	nuc	1	1000
0	G000022725	pplacer	nuc	1	1000
3	G000023065	pplacer	nuc	1	1000
0	G000018885	pplacer	nuc	1	1000
0	G000019845	pplacer	nuc	1	1000
0	G000023225	pplacer	nuc	1	1000
0	G000020905	pplacer	nuc	1	1000
0	G000025645	pplacer	nuc	1	1000
0	G000091165	pplacer	nuc	1	1000
0	G000023465	pplacer	nuc	1	1000
0	G000024885	pplacer	nuc	1	1000
1	G000056065	pplacer	nuc	1	1000
0	G000055945	pplacer	nuc	1	1000
0	G000063545	pplacer	nuc	1	1000
0	G000025665	pplacer	nuc	1	1000
0	G000023285	pplacer	nuc	1	1000
0	G000055785	pplacer	nuc	1	1000
0	G000027305	pplacer	nuc	1	1000
0	G000073005	pplacer	nuc	1	1000
0	G000091545	pplacer	nuc	1	1000
0	G000091565	pplacer	nuc	1	1000
0	G000143845	pplacer	nuc	1	1000
0	G000092645	pplacer	nuc	1	1000
0	G000145515	pplacer	nuc	1	1000
0	G000144675	pplacer	nuc	1	1000
