archaea	archaea	1.6946	1.1250	G000970165	G000385565	
archaea	archaea	1.7012	1.1526	G000970305	G000385565	
archaea	archaea	0.1977	0.2473	G000970305	G000970165	
archaea	archaea	2.7750	1.6961	G001627235	G000385565	
archaea	archaea	3.1432	1.6786	G001627235	G000970165	
archaea	archaea	3.1498	1.7061	G001627235	G000970305	
archaea	archaea	2.5758	1.8256	G000364745	G000385565	
archaea	archaea	2.9440	1.8080	G000364745	G000970165	
archaea	archaea	2.9506	1.8355	G000364745	G000970305	
archaea	archaea	2.5815	1.8468	G000364745	G001627235	
archaea	archaea	2.3354	1.5063	G000405685	G000385565	
archaea	archaea	2.7036	1.4888	G000405685	G000970165	
archaea	archaea	2.7102	1.5163	G000405685	G000970305	
archaea	archaea	1.8504	1.5276	G000405685	G001627235	
archaea	archaea	2.1419	1.4854	G000405685	G000364745	
archaea	archaea	1.5441	1.1935	G000017625	G000385565	
archaea	archaea	1.8027	1.1096	G000017625	G000970165	
archaea	archaea	1.8093	1.1371	G000017625	G000970305	
archaea	archaea	2.9928	1.7470	G000017625	G001627235	
archaea	archaea	2.7936	1.8764	G000017625	G000364745	
archaea	archaea	2.5531	1.5572	G000017625	G000405685	
archaea	archaea	2.1632	1.5402	G000195915	G000385565	
archaea	archaea	2.5314	1.5226	G000195915	G000970165	
archaea	archaea	2.5380	1.5502	G000195915	G000970305	
archaea	archaea	3.1506	1.9134	G000195915	G001627235	
archaea	archaea	2.9514	2.0428	G000195915	G000364745	
archaea	archaea	2.7110	1.7236	G000195915	G000405685	
archaea	archaea	2.3810	1.5910	G000195915	G000017625	
archaea	archaea	1.6873	1.1288	G000341715	G000385565	
archaea	archaea	0.0073	0.0108	G000341715	G000970165	
archaea	archaea	0.1904	0.2511	G000341715	G000970305	
archaea	archaea	3.1359	1.6823	G000341715	G001627235	
archaea	archaea	2.9367	1.8117	G000341715	G000364745	
archaea	archaea	2.6963	1.4925	G000341715	G000405685	
archaea	archaea	1.7954	1.1133	G000341715	G000017625	
archaea	archaea	2.5241	1.5264	G000341715	G000195915	
archaea	archaea	2.6987	1.7697	G000234805	G000385565	
archaea	archaea	3.0669	1.7521	G000234805	G000970165	
archaea	archaea	3.0735	1.7796	G000234805	G000970305	
archaea	archaea	2.7043	1.7909	G000234805	G001627235	
archaea	archaea	1.7132	1.3734	G000234805	G000364745	
archaea	archaea	2.2647	1.4295	G000234805	G000405685	
archaea	archaea	2.9165	1.8205	G000234805	G000017625	
archaea	archaea	3.0743	1.9869	G000234805	G000195915	
archaea	archaea	3.0596	1.7559	G000234805	G000341715	
archaea	archaea	2.5544	1.7700	G001560065	G000385565	
archaea	archaea	2.9226	1.7524	G001560065	G000970165	
archaea	archaea	2.9292	1.7800	G001560065	G000970305	
archaea	archaea	2.5601	1.7912	G001560065	G001627235	
archaea	archaea	0.6973	0.5638	G001560065	G000364745	
archaea	archaea	2.1205	1.4298	G001560065	G000405685	
archaea	archaea	2.7722	1.8208	G001560065	G000017625	
archaea	archaea	2.9300	1.9872	G001560065	G000195915	
archaea	archaea	2.9153	1.7562	G001560065	G000341715	
archaea	archaea	1.6918	1.3179	G001560065	G000234805	
archaea	archaea	2.4241	1.4239	G001871535	G000385565	
archaea	archaea	2.7922	1.4063	G001871535	G000970165	
archaea	archaea	2.7989	1.4339	G001871535	G000970305	
archaea	archaea	3.1102	1.7022	G001871535	G001627235	
archaea	archaea	2.9111	1.8316	G001871535	G000364745	
archaea	archaea	2.6706	1.5124	G001871535	G000405685	
archaea	archaea	2.6418	1.4747	G001871535	G000017625	
archaea	archaea	2.7996	1.6411	G001871535	G000195915	
archaea	archaea	2.7850	1.4101	G001871535	G000341715	
archaea	archaea	3.0339	1.7758	G001871535	G000234805	
archaea	archaea	2.8897	1.7761	G001871535	G001560065	
archaea	archaea	1.7147	1.1816	G000195895	G000385565	
archaea	archaea	0.2112	0.2763	G000195895	G000970165	
archaea	archaea	0.0672	0.1408	G000195895	G000970305	
archaea	archaea	3.1633	1.7351	G000195895	G001627235	
archaea	archaea	2.9641	1.8645	G000195895	G000364745	
archaea	archaea	2.7237	1.5453	G000195895	G000405685	
archaea	archaea	1.8228	1.1661	G000195895	G000017625	
archaea	archaea	2.5515	1.5792	G000195895	G000195915	
archaea	archaea	0.2039	0.2801	G000195895	G000341715	
archaea	archaea	3.0870	1.8087	G000195895	G000234805	
archaea	archaea	2.9427	1.8090	G000195895	G001560065	
archaea	archaea	2.8124	1.4629	G000195895	G001871535	
archaea	archaea	1.6591	1.2983	G000023985	G000385565	
archaea	archaea	2.0273	1.2807	G000023985	G000970165	
archaea	archaea	2.0339	1.3082	G000023985	G000970305	
archaea	archaea	2.4978	1.6254	G000023985	G001627235	
archaea	archaea	2.2986	1.7548	G000023985	G000364745	
archaea	archaea	2.0582	1.4356	G000023985	G000405685	
archaea	archaea	1.8769	1.3491	G000023985	G000017625	
archaea	archaea	2.0347	1.5155	G000023985	G000195915	
archaea	archaea	2.0200	1.2845	G000023985	G000341715	
archaea	archaea	2.4215	1.6989	G000023985	G000234805	
archaea	archaea	2.2772	1.6993	G000023985	G001560065	
archaea	archaea	2.1469	1.3532	G000023985	G001871535	
archaea	archaea	2.0474	1.3373	G000023985	G000195895	
archaea	archaea	2.7496	1.6879	G000484935	G000385565	
archaea	archaea	3.1178	1.6704	G000484935	G000970165	
archaea	archaea	3.1245	1.6979	G000484935	G000970305	
archaea	archaea	0.3924	0.3386	G000484935	G001627235	
archaea	archaea	2.5561	1.8386	G000484935	G000364745	
archaea	archaea	1.8250	1.5194	G000484935	G000405685	
archaea	archaea	2.9674	1.7388	G000484935	G000017625	
archaea	archaea	3.1252	1.9052	G000484935	G000195915	
archaea	archaea	3.1106	1.6741	G000484935	G000341715	
