MJ010_2_barcode64_umi36323bins_ubs_15	10
MJ034_1_barcode34_umi9575bins_ubs_41	18
MJ010_2_barcode70_umi76602bins_ubs_6	8
MH699400	10
MJ009_2_barcode62_umi825bins_ubs_281	8
MJ032_2_barcode60_umi10824bins_ubs_42	10
MJ032_1_barcode29_umi74017bins_ubs_3	10
MJ010_1_barcode25_umi89597bins_ubs_9	18
MJ032_1_barcode38_umi51056bins_ubs_6	11
MJ031_1_barcode27_umi38234bins_ubs_4	3
MJ010_2_barcode67_umi21117bins_ubs_24	4
MJ030_2_barcode58_umi103228bins_ubs_4	10
MJ007_2_barcode57_umi32604bins_ubs_9	10
MJ030_1_barcode49_umi82457bins_ubs_5	14
MJ009_1_barcode25_umi91847bins_ubs_3	13
MJ009_2_barcode67_umi5722bins_ubs_63	3
MJ009_2_barcode64_umi23904bins_ubs_25	3
MJ020_2_barcode52_umi58998bins_ubs_6	10
MJ030_2_barcode66_umi45578bins_ubs_16	17
MJ007_2_barcode50_umi14157bins_ubs_24	3
MJ034_1_barcode32_umi9057bins_ubs_43	8
MJ009_2_barcode73_umi15024bins_ubs_35	8
MJ030_1_barcode35_umi5021bins_ubs_63	3
MG456893	5
MJ009_1_barcode25_umi103671bins_ubs_3	3
MJ030_2_barcode58_umi5389bins_ubs_63	18
MJ032_2_barcode70_umi61944bins_ubs_8	8
MJ009_2_barcode66_umi2787bins_ubs_112	3
MJ007_1_barcode29_umi21858bins_ubs_10	10
MJ009_2_barcode68_umi113883bins_ubs_3	10
MJ030_2_barcode66_umi53286bins_ubs_13	15
MJ031_2_barcode67_umi52308bins_ubs_3	18
MJ032_2_barcode60_umi68025bins_ubs_6	10
MJ007_1_barcode38_umi39698bins_ubs_3	10
MJ032_2_barcode70_umi40071bins_ubs_13	10
MJ020_1_barcode45_umi44483bins_ubs_11	3
MJ007_1_barcode43_umi3715bins_ubs_73	8
MJ030_1_barcode42_umi48888bins_ubs_11	10
MJ030_1_barcode26_umi109301bins_ubs_3	13
MJ009_2_barcode52_umi94749bins_ubs_5	15
MJ009_2_barcode63_umi497bins_ubs_414	8
MJ010_2_barcode64_umi45782bins_ubs_12	10
MJ031_2_barcode61_umi25620bins_ubs_16	10
MJ030_2_barcode59_umi107883bins_ubs_4	18
MJ034_1_barcode48_umi19947bins_ubs_10	18
MJ031_1_barcode49_umi4925bins_ubs_98	10
MJ010_2_barcode64_umi142027bins_ubs_3	10
MJ009_2_barcode66_umi2244bins_ubs_128	3
MJ010_1_barcode30_umi113838bins_ubs_6	17
MJ020_2_barcode68_umi62467bins_ubs_5	10
MJ030_2_barcode58_umi68606bins_ubs_9	18
MJ031_1_barcode25_umi307bins_ubs_888	10
MJ030_1_barcode41_umi57585bins_ubs_9	15
MJ010_1_barcode49_umi103406bins_ubs_6	8
MJ010_1_barcode30_umi36635bins_ubs_19	13
MJ007_1_barcode29_umi8085bins_ubs_35	10
MJ010_2_barcode67_umi26628bins_ubs_21	8
KU312691	3
MJ030_2_barcode66_umi56094bins_ubs_13	14
MJ034_1_barcode40_umi7866bins_ubs_53	10
MJ010_2_barcode62_umi110689bins_ubs_4	3
MJ010_1_barcode25_umi101566bins_ubs_6	3
MJ033_1_barcode32_umi11283bins_ubs_26	10
MJ034_1_barcode31_umi8109bins_ubs_51	18
MJ007_2_barcode73_umi21782bins_ubs_17	13
MJ009_1_barcode25_umi89816bins_ubs_3	14
MJ030_1_barcode38_umi108838bins_ubs_3	10
MJ020_2_barcode74_umi84231bins_ubs_3	17
MJ010_2_barcode67_umi144086bins_ubs_3	8
AY845251	6
MJ030_2_barcode58_umi24901bins_ubs_27	8
MJ009_1_barcode25_umi71771bins_ubs_6	14
MJ032_2_barcode60_umi67006bins_ubs_6	10
MJ032_2_barcode71_umi55807bins_ubs_9	8
MJ009_2_barcode73_umi18056bins_ubs_32	3
MJ030_2_barcode59_umi72482bins_ubs_8	18
MJ010_2_barcode67_umi103076bins_ubs_5	8
MJ009_2_barcode73_umi55186bins_ubs_11	10
MJ030_2_barcode67_umi98681bins_ubs_4	13
MJ030_2_barcode59_umi22099bins_ubs_28	8
MJ020_1_barcode30_umi12372bins_ubs_30	14
MJ030_1_barcode31_umi85632bins_ubs_5	18
MJ033_1_barcode33_umi2015bins_ubs_177	8
MJ032_1_barcode34_umi34712bins_ubs_10	8
MJ034_2_barcode59_umi13149bins_ubs_11	8
MJ010_2_barcode71_umi51115bins_ubs_10	18
MJ009_2_barcode62_umi3235bins_ubs_94	10
MJ006_1_barcode46_umi68055bins_ubs_6	5
MJ030_2_barcode71_umi106584bins_ubs_3	10
MJ010_1_barcode39_umi140276bins_ubs_4	10
MJ034_1_barcode39_umi12523bins_ubs_29	8
MJ010_1_barcode47_umi103068bins_ubs_6	10
MJ030_1_barcode35_umi13024bins_ubs_34	10
MJ030_2_barcode73_umi26474bins_ubs_26	14
MJ032_1_barcode38_umi28171bins_ubs_14	11
MJ030_2_barcode68_umi45085bins_ubs_14	17
MJ032_1_barcode34_umi18107bins_ubs_26	8
MJ030_2_barcode66_umi70168bins_ubs_9	15
MJ031_2_barcode52_umi18924bins_ubs_24	10
MJ034_2_barcode56_umi15660bins_ubs_5	18
MJ020_2_barcode63_umi51408bins_ubs_7	3
FM208264	10
MJ009_1_barcode48_umi76053bins_ubs_4	13
MJ032_1_barcode26_umi25737bins_ubs_15	8
MJ020_2_barcode70_umi45355bins_ubs_9	3
MJ009_2_barcode52_umi61924bins_ubs_9	15
MJ007_1_barcode43_umi5562bins_ubs_51	3
MJ010_2_barcode64_umi117366bins_ubs_4	10
MJ010_2_barcode67_umi113846bins_ubs_4	8
MJ032_1_barcode34_umi12635bins_ubs_35	8
MJ034_1_barcode33_umi15370bins_ubs_18	10
MJ033_1_barcode39_umi11410bins_ubs_25	3
MJ007_1_barcode44_umi11224bins_ubs_28	8
MJ034_1_barcode42_umi11285bins_ubs_31	10
MJ009_2_barcode51_umi132748bins_ubs_3	4
MJ032_2_barcode60_umi54883bins_ubs_8	5
MJ032_2_barcode65_umi39181bins_ubs_13	15
MJ010_2_barcode64_umi58186bins_ubs_9	10
MJ030_2_barcode66_umi50139bins_ubs_13	15
MJ010_2_barcode64_umi88000bins_ubs_7	10
MJ010_2_barcode60_umi49883bins_ubs_13	3
MJ020_1_barcode43_umi64122bins_ubs_6	8
MJ010_2_barcode72_umi1526bins_ubs_134	8
MJ010_1_barcode49_umi187035bins_ubs_3	8
MJ010_2_barcode59_umi111254bins_ubs_4	14
MJ010_2_barcode64_umi121643bins_ubs_4	10
MJ010_2_barcode67_umi10756bins_ubs_40	8
KM243752	10
MJ010_2_barcode64_umi65189bins_ubs_8	10
MJ034_1_barcode26_umi18976bins_ubs_13	8
MJ009_2_barcode73_umi11604bins_ubs_39	10
MJ007_1_barcode43_umi1815bins_ubs_133	8
MJ030_1_barcode26_umi100452bins_ubs_3	14
MJ032_1_barcode26_umi41957bins_ubs_8	10
MJ010_2_barcode64_umi61778bins_ubs_8	5
MJ010_2_barcode72_umi11910bins_ubs_36	10
MJ006_2_barcode51_umi10610bins_ubs_17	10
MJ009_2_barcode73_umi18481bins_ubs_33	8
MJ032_1_barcode26_umi47875bins_ubs_6	8
MJ020_2_barcode63_umi4103bins_ubs_134	3
MJ031_1_barcode49_umi32357bins_ubs_8	10
MJ034_1_barcode39_umi791bins_ubs_452	18
MJ031_2_barcode74_umi10200bins_ubs_47	15
MJ007_1_barcode38_umi24979bins_ubs_7	10
MJ033_1_barcode28_umi20787bins_ubs_12	13
MJ010_2_barcode67_umi22598bins_ubs_23	3
EF382661	15
MJ010_2_barcode57_umi22773bins_ubs_23	3
MJ009_1_barcode49_umi10005bins_ubs_47	5
MJ007_1_barcode47_umi6576bins_ubs_45	10
MJ034_1_barcode32_umi18155bins_ubs_13	10
MJ010_2_barcode64_umi196842bins_ubs_3	10
MJ032_2_barcode70_umi26435bins_ubs_20	10
MJ032_2_barcode62_umi8885bins_ubs_49	10
MJ034_1_barcode45_umi14357bins_ubs_23	10
MJ010_2_barcode60_umi89151bins_ubs_6	8
MJ032_1_barcode34_umi16466bins_ubs_26	8
MJ009_2_barcode73_umi37752bins_ubs_17	18
MJ033_1_barcode49_umi9145bins_ubs_35	10
MJ010_2_barcode64_umi97295bins_ubs_5	10
MJ009_1_barcode49_umi11554bins_ubs_41	10
MJ030_1_barcode45_umi88989bins_ubs_4	4
MJ009_2_barcode62_umi1258bins_ubs_210	10
MJ033_1_barcode49_umi31222bins_ubs_7	10
MJ009_1_barcode49_umi3316bins_ubs_135	5
MJ010_1_barcode47_umi142428bins_ubs_3	5
MJ010_2_barcode62_umi28087bins_ubs_19	3
MJ020_1_barcode30_umi36423bins_ubs_12	13
MJ009_1_barcode25_umi38859bins_ubs_9	14
MJ020_1_barcode28_umi5378bins_ubs_64	4
MJ032_1_barcode29_umi13128bins_ubs_34	8
MJ034_2_barcode64_umi16874bins_ubs_4	18
MJ034_1_barcode26_umi10498bins_ubs_35	8
MJ006_2_barcode65_umi17283bins_ubs_16	10
MJ030_1_barcode31_umi108905bins_ubs_3	17
MJ030_2_barcode69_umi89747bins_ubs_5	10
KC849424	17
MJ030_1_barcode25_umi27116bins_ubs_20	18
MJ010_2_barcode67_umi111934bins_ubs_4	10
MJ030_2_barcode58_umi114981bins_ubs_3	10
MJ020_1_barcode30_umi8037bins_ubs_45	17
MJ010_2_barcode67_umi117569bins_ubs_4	8
MJ010_2_barcode70_umi131401bins_ubs_3	8
MJ034_2_barcode59_umi4987bins_ubs_54	8
MJ009_1_barcode38_umi1526bins_ubs_252	8
MJ010_1_barcode26_umi70875bins_ubs_11	8
MJ031_2_barcode67_umi10434bins_ubs_44	6
MJ009_2_barcode72_umi112106bins_ubs_4	14
MJ010_2_barcode67_umi108023bins_ubs_5	10
MJ034_2_barcode60_umi15271bins_ubs_5	10
MJ034_1_barcode30_umi13482bins_ubs_24	8
MJ034_1_barcode31_umi18631bins_ubs_12	18
MJ009_2_barcode51_umi71927bins_ubs_10	10
MJ034_1_barcode43_umi25847bins_ubs_5	18
MJ009_2_barcode52_umi101177bins_ubs_4	15
MJ032_2_barcode73_umi35794bins_ubs_15	10
MJ031_2_barcode56_umi422bins_ubs_562	10
MJ030_1_barcode42_umi19885bins_ubs_26	5
MJ030_1_barcode31_umi109191bins_ubs_3	18
MJ034_2_barcode56_umi3771bins_ubs_94	3
MJ034_2_barcode56_umi11107bins_ubs_15	8
MJ031_1_barcode27_umi26657bins_ubs_11	3
MJ006_2_barcode66_umi131971bins_ubs_4	15
MJ030_1_barcode31_umi103744bins_ubs_3	18
MJ030_2_barcode58_umi90301bins_ubs_5	10
MJ020_1_barcode43_umi20237bins_ubs_19	8
MJ030_2_barcode59_umi9459bins_ubs_54	3
MJ032_2_barcode60_umi10648bins_ubs_42	10
