37	G000015805	0	10	random	3
45	G000014285	0	10	random	8
51	G000014425	0	10	random	8
28	G000008265	0	10	random	3
43	G000011905	0	10	random	4
51	G000010645	0	10	random	7
1	G000015025	0	10	random	9
1	G000008745	0	10	random	8
4	G000015645	0	10	random	7
0	G000011565	0	10	random	10
3	G000010565	0	10	random	10
0	G000007925	0	10	random	8
0	G000017685	0	10	random	10
3	G000022325	0	10	random	10
46	G000016345	0	10	random	7
48	G000016425	0	10	random	7
48	G000018265	0	10	random	7
0	G000024165	0	10	random	10
16	G000023985	0	10	random	3
1	G000019525	0	10	random	10
0	G000017465	0	10	random	10
20	G000023945	0	10	random	6
60	G000023465	0	10	random	7
2	G000024545	0	10	random	8
41	G000024665	0	10	random	8
25	G000025625	0	10	random	5
24	G000025605	0	10	random	9
37	G000025005	0	10	random	8
42	G000143165	0	10	random	5
0	G000026125	0	10	random	10
0	G000055785	0	10	random	10
57	G000152805	0	10	random	7
0	G000147835	0	10	random	10
0	G000152065	0	10	random	7
0	G000153345	0	10	random	10
3	G000153725	0	10	random	10
0	G000154285	0	10	random	9
0	G000153885	0	10	random	9
0	G000154305	0	10	random	9
16	G000160115	0	10	random	8
10	G000155875	0	10	random	8
12	G000156055	0	10	random	8
47	G000168295	0	10	random	6
0	G000165795	0	10	random	9
0	G000158935	0	10	random	8
3	G000158075	0	10	random	9
52	G000169175	0	10	random	8
0	G000168715	0	10	random	8
51	G000169335	0	10	random	8
20	G000171775	0	10	random	8
2	G000176855	0	10	random	10
9	G000175575	0	10	random	8
38	G000177615	0	10	random	8
0	G000178835	0	10	random	10
0	G000180455	0	10	random	8
57	G000190575	0	10	random	7
2	G000183725	0	10	random	10
1	G000191925	0	10	random	8
7	G000180175	0	10	random	10
22	G000188195	0	10	random	9
56	G000192985	0	10	random	6
2	G000196355	0	10	random	10
58	G000219175	0	10	random	5
49	G000213935	0	10	random	7
0	G000214335	0	10	random	8
64	G000225525	0	10	random	8
52	G000220625	0	10	random	7
33	G000234805	0	10	random	2
38	G000227505	0	10	random	9
0	G000228205	0	10	random	7
1	G000227665	0	10	random	9
46	G000231445	0	10	random	8
48	G000240505	0	10	random	7
5	G000243815	0	10	random	10
0	G000237805	0	10	random	8
55	G000244975	0	10	random	7
0	G000238395	0	10	random	10
60	G000242095	0	10	random	7
45	G000245015	0	10	random	8
5	G000241465	0	10	random	10
1	G000253295	0	10	random	10
2	G000255295	0	10	random	10
0	G000255555	0	10	random	10
39	G000258425	0	10	random	3
0	G000285555	0	10	random	10
4	G000282995	0	10	random	10
1	G000286115	0	10	random	8
45	G000285795	0	10	random	5
0	G000297875	0	10	random	8
17	G000284255	0	10	random	9
1	G000298375	0	10	random	8
53	G000312405	0	10	random	7
2	G000308395	0	10	random	7
54	G000304715	0	10	random	7
20	G000299355	0	10	random	9
67	G000312565	0	10	random	7
1	G000317245	0	10	random	8
0	G000320345	0	10	random	8
36	G000321165	0	10	random	8
35	G000317795	0	10	random	2
56	G000331005	0	10	random	8
1	G000323565	0	10	random	10
2	G000324305	0	10	random	10
4	G000324985	0	10	random	10
48	G000332255	0	10	random	7
0	G000325745	0	10	random	9
3	G000333455	0	10	random	9
50	G000334455	0	10	random	7
23	G000337475	0	10	random	4
45	G000340825	0	10	random	6
0	G000342725	0	10	random	10
0	G000347835	0	10	random	7
50	G000350525	0	10	random	7
52	G000349545	0	10	random	7
0	G000369145	0	10	random	8
43	G000372465	0	10	random	8
1	G000350605	0	10	random	10
8	G000372285	0	10	random	4
0	G000374145	0	10	random	9
0	G000374545	0	10	random	10
0	G000374585	0	10	random	8
0	G000375545	0	10	random	10
60	G000378085	0	10	random	7
0	G000377785	0	10	random	10
56	G000378485	0	10	random	8
49	G000380565	0	10	random	8
0	G000381525	0	10	random	8
40	G000383835	0	10	random	4
0	G000383315	0	10	random	9
40	G000384935	0	10	random	7
48	G000385135	0	10	random	7
18	G000402355	0	10	random	3
11	G000403455	0	10	random	10
48	G000407605	0	10	random	7
42	G000406785	0	10	random	4
13	G000403475	0	10	random	9
50	G000410435	0	10	random	8
54	G000409815	0	10	random	8
47	G000411375	0	10	random	6
0	G000415145	0	10	random	9
0	G000413035	0	10	random	9
55	G000418515	0	10	random	8
56	G000416315	0	10	random	9
0	G000420205	0	10	random	10
1	G000421605	0	10	random	8
4	G000421625	0	10	random	8
0	G000422205	0	10	random	10
0	G000422785	0	10	random	9
51	G000423025	0	10	random	7
47	G000423165	0	10	random	8
0	G000423745	0	10	random	8
0	G000424445	0	10	random	10
28	G000426305	0	10	random	9
0	G000424545	0	10	random	10
12	G000427665	0	10	random	10
0	G000429305	0	10	random	10
0	G000429325	0	10	random	10
0	G000429785	0	10	random	10
2	G000431355	0	10	random	9
39	G000431695	0	10	random	8
0	G000431175	0	10	random	9
12	G000433415	0	10	random	8
0	G000433955	0	10	random	9
41	G000435995	0	10	random	8
62	G000436855	0	10	random	8
40	G000438455	0	10	random	6
10	G000436895	0	10	random	8
0	G000444605	0	10	random	8
52	G000463075	0	10	random	8
47	G000466165	0	10	random	7
43	G000472605	0	10	random	5
33	G000478645	0	10	random	7
1	G000478845	0	10	random	6
0	G000480315	0	10	random	9
34	G000482805	0	10	random	6
0	G000495505	0	10	random	10
0	G000495495	0	10	random	7
33	G000496175	0	10	random	3
38	G000501615	0	10	random	7
31	G000500065	0	10	random	7
34	G000512235	0	10	random	8
21	G000517565	0	10	random	9
18	G000512735	0	10	random	8
18	G000517625	0	10	random	5
30	G000518205	0	10	random	8
4	G000518365	0	10	random	10
5	G000518685	0	10	random	10
1	G000518805	0	10	random	10
46	G000526675	0	10	random	8
0	G000525675	0	10	random	10
0	G000531125	0	10	random	10
36	G000526255	0	10	random	6
50	G000550765	0	10	random	8
1	G000576045	0	10	random	8
45	G000576575	0	10	random	7
44	G000619845	0	10	random	8
0	G000612445	0	10	random	10
58	G000620045	0	10	random	8
0	G000621325	0	10	random	9
0	G000621665	0	10	random	8
1	G000691685	0	10	random	8
49	G000626675	0	10	random	7
0	G000691645	0	10	random	9
1	G000691725	0	10	random	9
1	G000698595	0	10	random	10
47	G000701465	0	10	random	7
0	G000709735	0	10	random	8
0	G000712635	0	10	random	10
49	G000710465	0	10	random	8
51	G000718015	0	10	random	8
49	G000718985	0	10	random	8
49	G000719975	0	10	random	7
0	G000737335	0	10	random	9
1	G000745395	0	10	random	10
59	G000746195	0	10	random	7
0	G000751775	0	10	random	10
0	G000755385	0	10	random	10
49	G000756655	0	10	random	8
50	G000757725	0	10	random	8
1	G000759025	0	10	random	9
1	G000759065	0	10	random	8
2	G000759655	0	10	random	10
0	G000759445	0	10	random	10
37	G000760235	0	10	random	8
0	G000763135	0	10	random	10
51	G000760735	0	10	random	7
46	G000767135	0	10	random	5
47	G000764205	0	10	random	8
53	G000768705	0	10	random	8
30	G000769655	0	10	random	3
53	G000771955	0	10	random	7
48	G000787835	0	10	random	8
0	G000813665	0	10	random	10
44	G000816085	0	10	random	7
0	G000828915	0	10	random	10
0	G000934725	0	10	random	10
50	G000950575	0	10	random	7
56	G000956475	0	10	random	7
59	G000951135	0	10	random	8
3	G000961655	0	10	random	10
0	G000967895	0	10	random	10
15	G000970285	0	10	random	3
0	G000980495	0	10	random	8
0	G000981785	0	10	random	8
0	G000987765	0	10	random	9
3	G000989775	0	10	random	3
0	G000992165	0	10	random	2
45	G000992365	0	10	random	6
45	G000993305	0	10	random	4
0	G000993595	0	10	random	4
40	G000994465	0	10	random	4
26	G000995125	0	10	random	4
0	G000996035	0	10	random	5
0	G000997945	0	10	random	4
31	G001000505	0	10	random	3
46	G000999175	0	10	random	3
1	G001000125	0	10	random	5
35	G001001445	0	10	random	5
36	G001001925	0	10	random	5
3	G001002345	0	10	random	6
0	G001002405	0	10	random	4
26	G001003415	0	10	random	5
37	G001003585	0	10	random	5
0	G001005015	0	10	random	3
32	G001007625	0	10	random	7
0	G001015055	0	10	random	10
61	G001021975	0	10	random	7
45	G001027925	0	10	random	8
4	G001028625	0	10	random	8
1	G001029295	0	10	random	10
1	G001047215	0	10	random	7
49	G001056295	0	10	random	7
12	G001189495	0	10	random	8
58	G001263755	0	10	random	7
0	G001276615	0	10	random	9
67	G001283625	0	10	random	4
34	G001299475	0	10	random	7
40	G001303125	0	10	random	3
1	G001310395	0	10	random	10
1	G001310815	0	10	random	9
2	G001310455	0	10	random	10
38	G001314905	0	10	random	8
34	G001316025	0	10	random	2
26	G001316245	0	10	random	2
0	G001401795	0	10	random	10
0	G001402795	0	10	random	8
23	G001403615	0	10	random	9
1	G001412595	0	10	random	10
62	G001418015	0	10	random	8
61	G001420285	0	10	random	7
1	G001422215	0	10	random	9
0	G001422605	0	10	random	10
1	G001423695	0	10	random	9
1	G001425085	0	10	random	9
1	G001425835	0	10	random	8
50	G001426545	0	10	random	6
3	G001427875	0	10	random	9
53	G001427985	0	10	random	8
51	G001428065	0	10	random	8
59	G001430825	0	10	random	8
0	G001431505	0	10	random	10
0	G001434225	0	10	random	10
