G000006175	0.0	16K
G000006605	0.0	16K
G000006725	0.38	16K
G000006745	0.0	16K
G000006785	0.0	16K
G000006845	0.0	16K
G000006865	0.0	16K
G000006925	0.01	16K
G000006965	0.41	16K
G000006985	0.0	16K
G000007005	0.0	16K
G000007025	0.0	16K
G000007085	0.0	16K
G000007105	0.0	16K
G000007145	0.0	16K
G000007185	0.0	16K
G000007205	0.0	16K
G000007225	0.0	16K
G000007265	0.0	16K
G000007305	0.0	16K
G000007325	0.0	16K
G000007345	0.0	16K
G000007365	0.0	16K
G000007385	0.0	16K
G000007465	0.0	16K
G000007485	0.0	16K
G000007525	0.0	16K
G000007565	0.0	16K
G000007605	0.0	16K
G000007625	0.0	16K
G000007645	0.0	16K
G000007705	0.0	16K
G000007725	0.0	16K
G000007745	0.0	16K
G000007765	0.06	16K
G000007785	0.0	16K
G000007805	0.0	16K
G000007825	0.0	16K
G000007845	0.0	16K
G000007865	0.0	16K
G000007905	0.0	16K
G000007925	0.0	16K
G000007945	0.0	16K
G000007985	0.0	16K
G000008025	0.0	16K
G000008045	0.0	16K
G000008165	0.0	16K
G000008185	0.0	16K
G000008245	0.0	16K
G000008265	0.0	16K
G000008325	0.0	16K
G000008345	0.0	16K
G000008365	0.0	16K
G000008385	0.0	16K
G000008465	0.0	16K
G000008505	0.0	16K
G000008525	0.0	16K
G000008545	0.0	16K
G000008565	0.0	16K
G000008605	0.0	16K
G000008625	0.0	16K
G000008645	0.0	16K
G000008665	0.0	16K
G000008725	0.0	16K
G000008745	0.0	16K
G000008765	0.0	16K
G000008805	0.0	16K
G000008865	0.02	16K
G000008885	0.0	16K
G000008925	0.0	16K
G000009025	0.0	16K
G000009065	0.0	16K
G000009125	0.0	16K
G000009145	0.0	16K
G000009185	0.0	16K
G000009205	0.0	16K
G000009245	0.0	16K
G000009305	0.0	16K
G000009345	0.04	16K
G000009365	0.0	16K
G000009545	0.0	16K
G000009705	0.63	16K
G000009725	0.32	16K
G000009745	0.0	16K
G000009765	0.0	16K
G000009825	0.0	16K
G000009845	0.0	16K
G000009865	0.0	16K
G000009905	0.0	16K
G000009925	0.0	16K
G000009945	0.0	16K
G000009965	0.0	16K
G000009985	0.0	16K
G000010065	0.0	16K
G000010085	0.02	16K
G000010125	0.0	16K
G000010145	0.0	16K
G000010165	0.0	16K
G000010185	0.49	16K
G000010205	0.0	16K
G000010285	0.0	16K
G000010305	0.0	16K
G000010325	0.0	16K
G000010345	0.0	16K
G000010405	0.0	16K
G000010425	0.0	16K
G000010505	0.0	16K
G000010525	0.0	16K
G000010565	0.0	16K
G000010585	0.0	16K
G000010605	0.0	16K
G000010625	0.0	16K
G000010645	0.0	16K
G000010665	0.0	16K
G000010785	0.0	16K
G000010825	0.0	16K
G000010985	0.6	16K
G000011005	0.0	16K
G000011025	0.0	16K
G000011065	0.0	16K
G000011105	0.0	16K
G000011125	0.0	16K
G000011165	0.0	16K
G000011185	0.0	16K
G000011205	0.0	16K
G000011225	0.0	16K
G000011245	0.0	16K
G000011305	0.0	16K
G000011345	0.0	16K
G000011365	0.0	16K
G000011385	0.0	16K
G000011405	0.0	16K
G000011465	0.0	16K
G000011485	0.0	16K
G000011545	0.0	16K
G000011565	0.0	16K
G000011645	0.0	16K
G000011685	0.59	16K
G000011705	0.0	16K
G000011745	0.0	16K
G000011805	0.0	16K
G000011905	0.0	16K
G000011945	0.0	16K
G000011965	0.0	16K
G000011985	0.0	16K
G000012005	0.01	16K
G000012065	0.0	16K
G000012085	0.0	16K
G000012145	0.0	16K
G000012225	0.0	16K
G000012245	0.0	16K
G000012285	0.0	16K
G000012305	0.0	16K
G000012325	0.0	16K
G000012345	0.0	16K
G000012385	0.0	16K
G000012405	0.0	16K
G000012425	0.0	16K
G000012465	0.0	16K
G000012485	0.0	16K
G000012505	0.0	16K
G000012525	0.0	16K
G000012545	0.0	16K
G000012565	0.0	16K
G000012585	0.0	16K
G000012605	0.0	16K
G000012645	0.0	16K
G000012665	0.0	16K
G000012685	0.0	16K
G000012725	0.0	16K
G000012745	0.0	16K
G000012805	0.0	16K
G000012825	0.0	16K
G000012845	0.0	16K
G000012865	0.0	16K
G000012885	0.0	16K
G000012905	0.0	16K
G000012925	0.0	16K
G000012965	0.0	16K
G000012985	0.0	16K
G000013005	0.0	16K
G000013025	0.0	16K
G000013045	0.0	16K
G000013085	0.0	16K
G000013105	0.0	16K
G000013125	0.0	16K
G000013145	0.0	16K
G000013165	0.0	16K
G000013185	0.0	16K
G000013205	0.0	16K
G000013225	0.0	16K
G000013285	0.0	16K
G000013325	0.0	16K
G000013345	0.0	16K
G000013365	0.0	16K
G000013405	0.0	16K
G000013445	0.0	16K
G000013565	0.0	16K
G000013605	0.0	16K
G000013625	0.0	16K
G000013645	0.02	16K
G000013665	0.0	16K
G000013705	0.0	16K
G000013725	0.0	16K
G000013745	0.0	16K
G000013765	0.0	16K
G000013865	0.0	16K
G000013885	0.4	16K
G000013945	0.0	16K
G000013985	0.0	16K
G000014005	0.0	16K
G000014025	0.0	16K
G000014045	0.0	16K
G000014125	0.0	16K
G000014145	0.0	16K
G000014185	0.0	16K
G000014205	0.0	16K
G000014225	0.0	16K
G000014265	0.0	16K
G000014285	0.0	16K
G000014345	0.0	16K
G000014385	0.0	16K
G000014425	0.0	16K
G000014445	0.09	16K
G000014465	0.0	16K
G000014505	0.0	16K
G000014525	0.0	16K
G000014565	0.12	16K
G000014585	0.0	16K
G000014605	0.0	16K
G000014705	0.0	16K
G000014725	0.0	16K
G000014745	0.0	16K
G000014765	0.33	16K
G000014805	0.0	16K
G000014825	0.0	16K
G000014865	0.0	16K
G000014885	0.0	16K
G000014905	0.0	16K
G000014925	0.24	16K
G000014945	0.0	16K
G000014965	0.0	16K
G000015005	0.0	16K
G000015025	0.0	16K
G000015045	0.54	16K
G000015105	0.0	16K
G000015125	0.0	16K
G000015145	0.0	16K
G000015205	0.0	16K
G000015225	0.0	16K
G000015245	0.0	16K
G000015265	0.0	16K
G000015285	0.0	16K
G000015305	0.0	16K
G000015345	0.0	16K
G000015405	0.42	16K
G000015445	0.0	16K
G000015505	0.14	16K
G000015565	0.0	16K
G000015585	0.0	16K
G000015645	0.0	16K
G000015665	0.0	16K
G000015685	0.0	16K
G000015705	0.0	16K
G000015725	0.36	16K
G000015745	0.16	16K
G000015765	0.0	16K
G000015805	0.0	16K
G000015825	0.0	16K
G000015865	0.0	16K
G000015885	0.0	16K
G000015945	0.0	16K
G000015965	0.0	16K
G000016065	0.0	16K
G000016085	0.0	16K
G000016165	0.0	16K
G000016185	0.0	16K
G000016285	0.36	16K
G000016325	0.0	16K
G000016345	0.0	16K
G000016385	0.0	16K
G000016405	0.32	16K
G000016425	0.0	16K
G000016505	0.0	16K
G000016525	0.0	16K
G000016545	0.0	16K
G000016565	0.0	16K
G000016605	0.0	16K
G000016645	0.0	16K
G000016665	0.0	16K
G000016705	0.0	16K
G000016745	0.0	16K
G000016765	0.64	16K
G000016785	0.0	16K
G000016825	0.0	16K
G000016885	0.0	16K
G000016905	0.0	16K
G000016985	0.0	16K
G000017005	0.0	16K
G000017045	0.0	16K
G000017105	0.09	16K
G000017145	0.46	16K
G000017165	0.0	16K
G000017185	0.0	16K
G000017225	0.0	16K
G000017245	0.0	16K
G000017265	0.0	16K
G000017305	0.0	16K
G000017405	0.51	16K
G000017425	0.0	16K
G000017465	0.0	16K
G000017505	0.0	16K
G000017545	0.0	16K
G000017565	0.0	16K
G000017585	0.0	16K
G000017625	0.0	16K
G000017645	0.19	16K
G000017685	0.0	16K
G000017705	0.02	16K
G000017785	0.0	16K
G000017805	0.0	16K
G000017845	0.0	16K
G000017865	0.0	16K
G000017945	0.0	16K
G000018025	0.0	16K
G000018105	0.46	16K
G000018205	0.0	16K
G000018245	0.0	16K
G000018265	0.0	16K
G000018285	0.0	16K
G000018305	0.0	16K
G000018325	0.0	16K
G000018365	0.0	16K
G000018405	0.0	16K
G000018425	0.0	16K
G000018465	0.0	16K
G000018485	0.0	16K
G000018545	0.41	16K
G000018565	0.0	16K
G000018585	0.0	16K
G000018605	0.0	16K
G000018665	0.0	16K
G000018685	0.0	16K
G000018785	0.0	16K
G000018865	0.0	16K
G000018885	0.0	16K
G000018945	0.0	16K
G000019165	0.0	16K
G000019205	0.0	16K
G000019225	0.0	16K
G000019285	0.0	16K
G000019365	0.0	16K
G000019405	0.0	16K
G000019485	0.0	16K
G000019525	0.0	16K
G000019605	0.0	16K
G000019665	0.0	16K
G000019685	0.0	16K
G000019705	0.0	16K
G000019725	0.0	16K
G000019745	0.0	16K
G000019785	0.0	16K
G000019805	0.0	16K
G000019845	0.0	16K
G000019905	0.0	16K
G000019945	0.07	16K
G000019965	0.0	16K
G000020005	0.0	16K
G000020025	0.3	16K
G000020045	0.19	16K
G000020145	0.0	16K
G000020165	0.0	16K
G000020205	0.0	16K
G000020225	0.0	16K
G000020305	0.0	16K
G000020365	0.0	16K
G000020385	0.0	16K
G000020465	0.0	16K
G000020485	0.0	16K
G000020505	0.0	16K
G000020525	0.0	16K
G000020545	0.0	16K
G000020565	0.0	16K
G000020605	0.0	16K
G000020625	0.0	16K
G000020645	0.0	16K
G000020685	0.0	16K
G000020725	0.0	16K
G000020785	0.0	16K
G000020905	0.0	16K
G000020945	0.0	16K
G000020965	0.0	16K
G000020985	0.0	16K
G000021025	0.0	16K
G000021045	0.0	16K
G000021285	0.0	16K
G000021325	0.06	16K
G000021385	0.0	16K
G000021485	0.0	16K
G000021545	0.0	16K
G000021565	0.0	16K
G000021645	0.0	16K
G000021685	0.74	16K
G000021705	0.01	16K
G000021725	0.0	16K
G000021745	0.0	16K
G000021805	0.0	16K
G000021825	0.59	16K
G000021865	0.0	16K
G000021885	0.0	16K
G000021905	0.0	16K
G000021925	0.0	16K
G000021945	0.0	16K
G000021965	0.0	16K
G000021985	0.0	16K
G000022005	0.0	16K
G000022025	0.52	16K
G000022045	0.45	16K
G000022065	0.0	16K
G000022085	0.0	16K
G000022125	0.0	16K
G000022145	0.0	16K
G000022185	0.0	16K
G000022205	0.47	16K
G000022265	0.0	16K
G000022305	0.0	16K
G000022325	0.0	16K
G000022365	0.0	16K
G000022385	0.0	16K
G000022405	0.0	16K
G000022425	0.0	16K
G000022445	0.0	16K
G000022465	0.0	16K
G000022485	0.01	16K
G000022525	0.0	16K
G000022545	0.0	16K
G000022565	0.0	16K
G000022605	0.0	16K
G000022725	0.0	16K
G000022885	0.0	16K
G000022905	0.0	16K
G000022965	0.0	16K
G000023025	0.0	16K
G000023065	0.0	16K
G000023105	0.0	16K
G000023125	0.0	16K
G000023145	0.0	16K
G000023205	0.0	16K
G000023225	0.0	16K
G000023245	0.0	16K
G000023265	0.0	16K
G000023285	0.0	16K
G000023325	0.0	16K
G000023405	0.0	16K
G000023445	0.0	16K
G000023465	0.0	16K
G000023585	0.0	16K
G000023605	0.0	16K
G000023705	0.0	16K
G000023725	0.0	16K
G000023745	0.0	16K
G000023765	0.0	16K
G000023785	0.0	16K
G000023825	0.0	16K
G000023845	0.0	16K
G000023865	0.0	16K
G000023885	0.0	16K
G000023905	0.0	16K
G000023925	0.0	16K
G000023945	0.0	16K
G000023965	0.46	16K
G000023985	0.0	16K
G000024005	0.0	16K
G000024025	0.0	16K
G000024065	0.0	16K
G000024085	0.0	16K
G000024105	0.53	16K
G000024125	0.0	16K
G000024145	0.0	16K
G000024165	0.0	16K
G000024185	0.0	16K
G000024205	0.0	16K
G000024225	0.0	16K
G000024265	0.0	16K
G000024285	0.0	16K
G000024305	0.01	16K
G000024325	0.0	16K
G000024345	0.0	16K
G000024365	0.0	16K
G000024385	0.0	16K
G000024405	0.0	16K
G000024465	0.0	16K
G000024505	0.0	16K
G000024525	0.0	16K
G000024545	0.0	16K
G000024565	0.03	16K
G000024605	0.04	16K
G000024625	0.0	16K
G000024665	0.0	16K
G000024725	0.0	16K
G000024745	0.0	16K
G000024765	0.0	16K
G000024785	0.0	16K
G000024805	0.0	16K
G000024845	0.0	16K
G000024865	0.0	16K
G000024885	0.0	16K
G000024905	0.0	16K
G000024925	0.0	16K
G000024945	0.0	16K
G000024965	0.0	16K
G000024985	0.0	16K
G000025005	0.0	16K
G000025025	0.0	16K
G000025085	0.0	16K
G000025105	0.0	16K
G000025125	0.0	16K
G000025185	0.0	16K
G000025205	0.0	16K
G000025225	0.0	16K
G000025265	0.0	16K
G000025285	0.0	16K
G000025305	0.0	16K
G000025325	0.34	16K
G000025345	0.0	16K
G000025405	0.0	16K
G000025485	0.0	16K
G000025505	0.0	16K
G000025525	0.0	16K
G000025565	0.0	16K
G000025585	0.0	16K
G000025605	0.0	16K
G000025625	0.0	16K
G000025645	0.0	16K
G000025665	0.0	16K
G000025685	0.46	16K
G000025705	0.0	16K
G000025725	0.0	16K
G000025845	0.0	16K
G000025865	0.0	16K
G000025885	0.0	16K
G000025905	0.0	16K
G000025925	0.0	16K
G000025945	0.0	16K
G000025965	0.33	16K
G000026005	0.0	16K
G000026045	0.58	16K
G000026065	0.0	16K
G000026105	0.0	16K
G000026125	0.0	16K
G000026205	0.0	16K
G000026325	0.02	16K
G000026345	0.0	16K
G000026405	0.0	16K
G000026745	0.0	16K
G000026765	0.0	16K
G000027145	0.0	16K
G000027165	0.0	16K
G000027225	0.0	16K
G000027305	0.0	16K
G000043285	0.0	16K
G000046705	0.0	16K
G000055785	0.0	16K
G000055945	0.24	16K
G000056065	0.0	16K
G000058485	0.0	16K
G000060345	0.0	16K
G000062885	0.0	16K
G000063445	0.0	16K
G000063505	0.0	16K
G000063525	0.0	16K
G000063545	0.0	16K
G000063585	0.0	16K
G000064305	0.0	16K
G000067165	0.0	16K
G000067205	0.0	16K
G000068585	0.0	16K
G000069025	0.55	16K
G000069185	0.04	16K
G000069225	0.0	16K
G000069785	0.05	16K
G000069925	0.0	16K
G000069945	0.0	16K
G000069965	0.0	16K
G000072485	0.0	16K
G000073005	0.0	16K
G000090965	0.0	16K
G000091085	0.0	16K
G000091125	0.0	16K
G000091165	0.0	16K
G000091305	0.0	16K
G000091325	0.0	16K
G000091465	0.0	16K
G000091545	0.0	16K
G000091565	0.0	16K
G000091665	0.0	16K
G000091765	0.0	16K
